Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
90,80,89,104,71,89,100,90,106,99,102,104,66,84,574,274,334,1170,562,1099,810,686,271,335,257,296,863,484,194,245,1066,491,1010,710,596,165,236,155,192,797,0.158400014,0.177600011,0.484800011,0.302400023,0.715200007,0.091200002,0.302400023,0.216000006,0.196800008,0.936000049,0.273600012,0.153600007,0.220800012,0.302400023,0.322580636,0.290322572,0.354838699,0.45161289,0.354838699,0.225806445,0.387096763,0.322580636,0.322580636,0.419354826,0.387096763,0.387096763,0.387096763,0.645161271,91,0.323657158,0.375576026,24
91,108,95,95,93,91,89,112,95,95,105,78,83,68,603,319,366,982,565,789,889,683,1266,250,343,280,760,512,211,271,887,472,698,800,571,1171,155,238,202,677,0.124800004,0.220800012,0.302400023,0.820800066,0.739200056,0.148800001,0.302400023,0.177600011,0.148800001,0.302400023,0.263999999,0.465600014,0.177600011,0.600000024,0.387096763,0.354838699,0.483870953,0.516129017,0.419354826,0.322580636,0.645161271,0.290322572,0.354838699,0.483870953,0.45161289,0.322580636,0.322580636,0.516129017,92.71428571,0.342514305,0.419354826,24
136,91,94,94,62,83,107,125,96,93,95,90,96,76,492,236,288,738,511,430,1083,641,255,727,301,256,841,356,145,194,644,449,347,976,516,159,634,206,166,745,0.172800004,0.216000006,0.302400023,0.307200015,0.705600023,0.105600007,0.302400023,0.182400003,0.139200002,0.302400023,0.302400023,0.153600007,0.225600004,0.302400023,0.354838699,0.322580636,0.516129017,0.419354826,0.387096763,0.193548381,0.483870953,0.290322572,0.322580636,0.45161289,0.580645144,0.290322572,0.387096763,0.645161271,95.57142857,0.265714299,0.403225794,24
110,82,82,77,90,76,94,121,76,101,117,95,89,65,342,291,245,1483,533,409,1515,558,265,275,263,267,712,232,209,163,1406,443,333,1421,437,189,174,146,172,623,0.182400003,0.172800004,0.302400023,0.244800016,0.604800045,0.489600033,0.283200026,0.18720001,0.124800004,0.436800033,0.705600023,0.124800004,0.177600011,0.302400023,0.354838699,0.290322572,0.516129017,0.322580636,0.516129017,0.354838699,0.419354826,0.322580636,0.290322572,0.354838699,0.548387051,0.290322572,0.354838699,0.548387051,91.07142857,0.309942876,0.391705053,24
92,93,108,104,81,82,113,93,107,88,110,96,99,62,581,211,286,996,501,868,614,704,229,240,280,261,738,489,118,178,892,420,786,501,611,122,152,170,165,639,0.148800001,0.302400023,0.302400023,0.307200015,0.950400054,0.115200005,0.302400023,0.163200006,0.532800019,0.263999999,0.312000006,0.470400035,0.220800012,0.302400023,0.322580636,0.45161289,0.419354826,0.45161289,0.419354826,0.258064508,0.419354826,0.354838699,0.387096763,0.387096763,0.516129017,0.290322572,0.387096763,0.580645144,94.85714286,0.335314303,0.403225794,24
113,59,92,111,97,87,98,104,90,107,96,115,92,85,1046,277,272,1046,541,612,715,727,223,259,265,283,716,933,218,180,935,444,525,617,623,133,152,169,168,624,0.513600051,0.259200007,0.177600011,0.700800061,0.878400028,0.120000005,0.302400023,0.163200006,0.230400011,0.624000013,0.235200018,0.355200022,0.196800008,0.302400023,0.354838699,0.354838699,0.290322572,0.45161289,0.483870953,0.322580636,0.387096763,0.322580636,0.419354826,0.387096763,0.419354826,0.258064508,0.322580636,0.483870953,96.14285714,0.361371449,0.375576026,24
101,81,118,101,97,93,118,128,90,106,92,105,104,122,470,215,261,1068,543,567,730,645,206,277,252,258,724,369,134,143,967,446,474,612,517,116,171,160,153,620,0.480000019,0.26880002,0.283200026,0.244800016,0.892800033,0.177600011,0.835200012,0.192000002,0.124800004,0.681600034,0.307200015,0.307200015,0.244800016,0.988800049,0.354838699,0.387096763,0.322580636,0.387096763,0.45161289,0.354838699,0.548387051,0.354838699,0.225806445,0.483870953,0.548387051,0.225806445,0.322580636,0.483870953,104,0.430628591,0.389400906,24
91,120,105,93,111,89,102,101,76,94,106,75,82,63,495,237,240,937,539,428,1292,493,259,209,299,235,758,404,117,135,844,428,339,1190,392,183,115,193,160,676,0.566400051,0.24000001,0.302400023,0.307200015,0.667200029,0.18720001,0.302400023,0.158400014,0.18720001,0.18720001,0.163200006,0.096000001,0.192000002,0.302400023,0.322580636,0.354838699,0.419354826,0.548387051,0.354838699,0.387096763,0.516129017,0.290322572,0.354838699,0.322580636,0.354838699,0.193548381,0.387096763,0.419354826,93.42857143,0.275657159,0.373271876,24
95,92,89,104,100,68,83,88,113,102,105,94,87,69,543,211,237,1064,532,899,570,552,220,234,236,242,747,448,119,148,960,432,831,487,464,107,132,131,148,660,0.091200002,0.235200018,0.244800016,0.681600034,0.263999999,0.139200002,0.302400023,0.163200006,0.129600003,0.950400054,0.263999999,0.120000005,0.211200014,0.302400023,0.258064508,0.387096763,0.354838699,0.45161289,0.354838699,0.290322572,0.483870953,0.290322572,0.193548381,0.354838699,0.387096763,0.290322572,0.322580636,0.645161271,92.07142857,0.292800014,0.361751141,24
94,85,94,93,119,92,88,92,123,93,94,101,83,80,579,201,279,1690,505,394,812,597,281,283,284,253,949,485,116,185,1597,386,302,724,505,158,190,190,152,866,0.177600011,0.26880002,0.235200018,0.273600012,0.700800061,0.115200005,0.835200012,0.18720001,0.177600011,0.168000013,0.201600015,0.067200005,0.182400003,0.302400023,0.419354826,0.419354826,0.322580636,0.45161289,0.322580636,0.225806445,0.45161289,0.354838699,0.290322572,0.322580636,0.387096763,0.193548381,0.354838699,0.419354826,95.07142857,0.278057159,0.352534552,24
81,88,100,93,144,93,69,71,107,102,92,94,90,82,516,204,331,1178,567,702,867,557,204,338,263,279,654,435,116,231,1085,423,609,798,486,97,236,171,185,564,0.225600004,0.211200014,0.26880002,0.312000006,0.244800016,0.609600008,0.26880002,0.172800004,0.172800004,0.244800016,0.168000013,0.096000001,0.302400023,0.302400023,0.419354826,0.290322572,0.290322572,0.483870953,0.354838699,0.258064508,0.387096763,0.322580636,0.322580636,0.354838699,0.290322572,0.193548381,0.45161289,0.387096763,93.28571429,0.257142869,0.343317962,24
92,82,80,104,121,88,81,102,101,5,134,108,107,80,410,262,242,973,582,669,820,541,451,335,322,256,771,318,180,162,869,461,581,739,439,350,330,188,148,664,0.139200002,0.259200007,0.302400023,0.26880002,0.825600028,0.153600007,0.263999999,0.148800001,0.230400011,0.230400011,0.196800008,0.436800033,0.192000002,0.302400023,0.290322572,0.45161289,0.45161289,0.45161289,0.354838699,0.290322572,0.45161289,0.290322572,0.387096763,0.322580636,0.322580636,0.225806445,0.322580636,0.516129017,91.78571429,0.282171441,0.366359436,24
91,82,82,115,43,84,92,106,111,79,114,103,87,79,1248,348,257,807,536,719,699,583,286,288,228,312,843,1157,266,175,692,493,635,607,477,175,209,114,209,756,0.148800001,0.225600004,0.254400015,0.302400023,0.254400015,0.067200005,0.302400023,0.182400003,0.230400011,0.772800028,0.196800008,0.081600003,0.168000013,0.302400023,0.258064508,0.354838699,0.322580636,0.45161289,0.354838699,0.258064508,0.419354826,0.354838699,0.419354826,0.483870953,0.354838699,0.193548381,0.290322572,0.45161289,90.57142857,0.249257155,0.354838699,24
92,78,90,95,111,93,88,90,116,85,111,105,113,68,499,219,233,969,608,676,695,539,253,255,240,267,790,407,141,143,874,497,583,607,449,137,170,129,162,677,0.115200005,0.302400023,0.273600012,0.24000001,0.24000001,0.158400014,0.302400023,0.163200006,0.177600011,0.158400014,0.225600004,0.360000014,0.864000022,0.302400023,0.225806445,0.387096763,0.322580636,0.387096763,0.419354826,0.354838699,0.516129017,0.290322572,0.322580636,0.322580636,0.322580636,0.290322572,0.387096763,0.516129017,95.35714286,0.277371442,0.361751141,24
101,87,91,81,105,92,100,117,90,102,113,95,91,74,504,246,214,702,514,557,503,576,231,251,248,263,723,403,159,123,621,409,465,403,459,141,149,135,168,632,0.177600011,0.259200007,0.638400018,0.302400023,0.220800012,0.206400007,0.302400023,0.192000002,0.216000006,0.302400023,0.244800016,0.100800008,0.182400003,0.302400023,0.354838699,0.322580636,0.419354826,0.483870953,0.354838699,0.322580636,0.387096763,0.322580636,0.387096763,0.483870953,0.354838699,0.225806445,0.290322572,0.516129017,95.64285714,0.260571441,0.373271878,24
95,109,96,84,98,78,109,92,95,82,106,101,86,90,414,299,206,793,667,443,630,551,281,240,257,270,675,319,190,110,709,569,365,521,459,186,158,151,169,589,0.182400003,0.263999999,0.302400023,0.273600012,0.499200016,0.153600007,0.302400023,0.18720001,0.556800008,0.772800028,0.206400007,0.53760004,0.53760004,0.302400023,0.354838699,0.419354826,0.612903237,0.419354826,0.322580636,0.290322572,0.387096763,0.290322572,0.387096763,0.419354826,0.419354826,0.322580636,0.354838699,0.548387051,94.35714286,0.362742874,0.396313352,24
94,107,104,110,96,87,121,97,99,100,119,108,94,77,392,243,227,732,502,1094,683,595,287,227,255,315,707,298,136,123,622,406,1007,562,498,188,127,136,207,613,0.206400007,0.278400004,0.739200056,0.302400023,0.566400051,0.206400007,0.302400023,0.230400011,0.527999997,0.672000051,0.302400023,0.604800045,0.302400023,0.302400023,0.354838699,0.387096763,0.548387051,0.483870953,0.322580636,0.354838699,0.483870953,0.387096763,0.322580636,0.322580636,0.419354826,0.322580636,0.45161289,0.516129017,100.9285714,0.396000024,0.40552994,24
109,79,67,89,79,98,134,84,105,92,144,94,72,100,845,278,319,3750,793,602,731,775,233,219,268,289,758,736,199,252,3661,714,504,597,691,128,127,124,195,686,0.148800001,0.168000013,0.230400011,0.216000006,0.782400012,0.201600015,0.192000002,0.13440001,0.182400003,0.772800028,0.72480005,0.585600019,0.638400018,0.230400011,0.258064508,0.322580636,0.354838699,0.354838699,0.387096763,0.354838699,0.290322572,0.225806445,0.290322572,0.354838699,0.419354826,0.354838699,0.419354826,0.419354826,96.14285714,0.372000014,0.343317962,24
87,76,84,66,122,101,126,109,89,111,106,88,90,90,632,290,306,1010,580,511,631,1573,190,242,349,228,684,545,214,222,944,458,410,505,1464,101,131,243,140,594,0.302400023,0.216000006,0.201600015,0.652800024,0.158400014,0.105600007,0.302400023,0.24000001,0.172800004,0.26880002,0.201600015,0.672000051,0.72480005,0.686400056,0.483870953,0.387096763,0.322580636,0.483870953,0.290322572,0.258064508,0.419354826,0.322580636,0.322580636,0.419354826,0.290322572,0.354838699,0.45161289,0.483870953,96.07142857,0.350400023,0.377880173,24
110,103,84,110,78,101,112,80,87,92,116,83,84,79,520,252,238,952,509,494,693,567,221,241,269,250,735,410,149,154,842,431,393,581,487,134,149,153,167,651,0.129600003,0.196800008,0.854400039,0.768000007,0.782400012,0.201600015,0.302400023,0.105600007,0.105600007,0.873600066,0.254400015,0.504000008,0.206400007,0.302400023,0.258064508,0.290322572,0.419354826,0.516129017,0.354838699,0.193548381,0.419354826,0.193548381,0.258064508,0.483870953,0.387096763,0.290322572,0.354838699,0.548387051,94.21428571,0.399085731,0.354838697,24
99,84,89,94,134,87,102,95,89,101,120,107,74,79,413,328,321,598,621,478,586,691,196,204,212,295,674,314,244,232,504,487,391,484,596,107,103,92,188,600,0.177600011,0.24000001,0.263999999,0.230400011,0.676800013,0.105600007,0.302400023,0.120000005,0.220800012,0.302400023,0.244800016,0.148800001,0.18720001,0.691200018,0.322580636,0.354838699,0.354838699,0.419354826,0.45161289,0.258064508,0.45161289,0.290322572,0.354838699,0.580645144,0.354838699,0.290322572,0.290322572,0.709677398,96.71428571,0.279428583,0.391705057,24
99,89,103,91,88,86,113,87,108,103,152,94,100,90,411,239,170,867,590,378,593,590,239,218,270,299,776,312,150,67,776,502,292,480,503,131,115,118,205,676,0.153600007,0.278400004,0.302400023,0.26880002,0.676800013,0.163200006,0.302400023,0.216000006,0.206400007,0.302400023,0.302400023,0.792000055,0.220800012,0.302400023,0.322580636,0.354838699,0.419354826,0.354838699,0.354838699,0.322580636,0.612903237,0.387096763,0.322580636,0.516129017,0.419354826,0.419354826,0.354838699,0.419354826,100.2142857,0.320571446,0.398617502,24
86,88,93,80,120,93,94,53,101,104,104,92,93,93,460,236,251,1504,759,949,728,704,222,220,236,277,761,374,148,158,1424,639,856,634,651,121,116,132,185,668,0.633600056,0.24000001,0.168000013,0.249600008,0.192000002,0.18720001,0.561600029,0.206400007,0.163200006,0.835200012,0.24000001,0.585600019,0.216000006,0.705600023,0.354838699,0.419354826,0.290322572,0.387096763,0.322580636,0.387096763,0.45161289,0.354838699,0.290322572,0.387096763,0.419354826,0.290322572,0.290322572,0.645161271,92.42857143,0.370285729,0.377880173,24
89,79,111,93,99,78,82,73,91,112,99,88,83,81,512,239,188,869,555,659,525,644,233,247,273,252,597,423,160,77,776,456,581,443,571,142,135,174,164,514,0.460800022,0.26880002,0.211200014,0.278400004,0.527999997,0.13440001,0.302400023,0.172800004,0.163200006,0.710400045,0.278400004,0.110400006,0.192000002,0.302400023,0.322580636,0.419354826,0.387096763,0.419354826,0.322580636,0.322580636,0.419354826,0.290322572,0.387096763,0.419354826,0.45161289,0.225806445,0.290322572,0.516129017,89.85714286,0.293828584,0.370967731,24
91,93,90,91,112,86,106,108,94,93,98,94,80,92,448,311,228,1585,835,3103,609,692,289,283,232,262,705,357,218,138,1494,723,3017,503,584,195,190,134,168,625,0.182400003,0.216000006,0.302400023,0.302400023,0.307200015,0.158400014,0.220800012,0.206400007,0.163200006,0.580800056,0.196800008,0.115200005,0.216000006,0.302400023,0.322580636,0.354838699,0.516129017,0.483870953,0.419354826,0.322580636,0.45161289,0.354838699,0.290322572,0.419354826,0.419354826,0.225806445,0.419354826,0.516129017,94.85714286,0.247885729,0.394009205,24
113,92,112,90,96,68,82,86,105,97,112,72,85,102,443,221,236,522,512,388,542,599,204,199,211,216,536,330,129,124,432,416,320,460,513,99,102,99,144,451,0.172800004,0.201600015,0.302400023,0.916800022,0.216000006,0.201600015,0.302400023,0.182400003,0.163200006,0.18720001,0.18720001,0.110400006,0.211200014,0.302400023,0.387096763,0.354838699,0.45161289,0.483870953,0.387096763,0.354838699,0.354838699,0.322580636,0.290322572,0.354838699,0.322580636,0.193548381,0.354838699,0.516129017,93.71428571,0.261257156,0.366359436,24
93,68,78,119,98,75,101,96,98,129,111,88,90,108,399,174,210,1157,1014,266,524,657,475,280,255,256,840,306,106,132,1038,916,191,423,561,377,151,144,168,750,0.148800001,0.158400014,0.216000006,0.307200015,0.614400029,0.230400011,0.302400023,0.177600011,0.148800001,0.192000002,0.273600012,0.360000014,0.206400007,0.278400004,0.258064508,0.322580636,0.45161289,0.580645144,0.387096763,0.387096763,0.483870953,0.290322572,0.258064508,0.419354826,0.387096763,0.193548381,0.354838699,0.322580636,96.57142857,0.258171439,0.364055289,24
86,84,104,109,137,61,102,101,116,111,137,103,93,78,400,187,230,2010,601,563,794,627,284,350,310,265,880,314,103,126,1901,464,502,692,526,168,239,173,162,787,0.144000009,0.263999999,0.302400023,0.263999999,0.225600004,0.139200002,0.230400011,0.148800001,0.153600007,0.259200007,0.681600034,0.072000004,0.254400015,0.302400023,0.322580636,0.419354826,0.419354826,0.387096763,0.354838699,0.290322572,0.322580636,0.290322572,0.322580636,0.483870953,0.45161289,0.225806445,0.45161289,0.419354826,101.5714286,0.245828581,0.368663583,24
78,94,101,102,114,91,96,103,85,114,110,93,74,131,417,230,260,1636,743,467,879,597,255,220,197,259,802,339,136,159,1534,629,376,783,494,170,106,87,166,728,0.148800001,0.13440001,0.192000002,0.216000006,0.700800061,0.100800008,0.302400023,0.177600011,0.124800004,0.153600007,0.216000006,0.336000025,0.216000006,0.835200012,0.258064508,0.258064508,0.290322572,0.290322572,0.290322572,0.225806445,0.387096763,0.322580636,0.258064508,0.387096763,0.419354826,0.225806445,0.354838699,0.580645144,99,0.275314299,0.324884783,24
86,84,90,112,79,69,83,91,89,91,131,103,103,66,452,238,249,743,635,412,488,730,663,250,282,283,756,366,154,159,631,556,343,405,639,574,159,151,180,653,0.163200006,0.254400015,0.768000007,0.259200007,0.681600034,0.100800008,0.259200007,0.168000013,0.153600007,0.230400011,0.220800012,0.292800009,0.26880002,0.302400023,0.258064508,0.387096763,0.354838699,0.45161289,0.322580636,0.258064508,0.354838699,0.290322572,0.354838699,0.354838699,0.322580636,0.258064508,0.354838699,0.516129017,91.21428571,0.294514298,0.34562211,24
102,74,97,96,121,79,121,83,76,108,117,80,96,91,429,225,265,1307,746,370,617,636,275,303,280,244,817,327,151,168,1211,625,291,496,553,199,195,163,164,721,0.120000005,0.244800016,0.230400011,0.220800012,0.652800024,0.086400002,0.302400023,0.153600007,0.18720001,0.230400011,0.729600012,0.081600003,0.283200026,0.302400023,0.322580636,0.322580636,0.354838699,0.354838699,0.45161289,0.225806445,0.45161289,0.290322572,0.387096763,0.419354826,0.419354826,0.225806445,0.483870953,0.709677398,95.78571429,0.273257156,0.387096763,24
114,113,102,111,137,87,118,99,134,80,119,79,87,99,487,241,207,1025,521,375,551,539,261,196,201,213,705,373,128,105,914,384,288,433,440,127,116,82,134,618,0.115200005,0.249600008,0.211200014,0.302400023,0.748800039,0.13440001,0.302400023,0.13440001,0.163200006,0.302400023,0.163200006,0.100800008,0.24000001,0.302400023,0.290322572,0.387096763,0.387096763,0.45161289,0.387096763,0.258064508,0.387096763,0.258064508,0.322580636,0.45161289,0.258064508,0.225806445,0.548387051,0.516129017,105.6428571,0.247885729,0.366359434,24
89,85,90,94,126,95,81,80,103,113,109,93,78,82,401,230,212,1043,513,539,689,728,604,734,434,491,840,312,145,122,949,387,444,608,648,501,621,325,398,762,0.091200002,0.177600011,0.220800012,0.201600015,0.172800004,0.144000009,0.691200018,0.148800001,0.096000001,0.206400007,0.235200018,0.211200014,0.13440001,0.302400023,0.225806445,0.322580636,0.354838699,0.322580636,0.290322572,0.258064508,0.45161289,0.290322572,0.193548381,0.354838699,0.322580636,0.225806445,0.322580636,0.45161289,94.14285714,0.216685725,0.313364046,24
101,136,94,91,91,85,90,90,96,81,97,130,88,79,499,379,274,819,450,298,538,1795,325,383,329,336,789,398,243,180,728,359,213,448,1705,229,302,232,206,701,0.153600007,0.249600008,0.705600023,0.220800012,0.13440001,0.115200005,0.302400023,0.465600014,0.13440001,0.153600007,0.172800004,0.038400002,0.768000007,0.302400023,0.322580636,0.387096763,0.419354826,0.419354826,0.322580636,0.193548381,0.483870953,0.290322572,0.258064508,0.290322572,0.322580636,0.129032254,0.387096763,0.548387051,96.35714286,0.27977144,0.341013813,24
82,91,79,105,89,102,69,90,109,103,140,119,83,79,416,227,152,884,624,746,990,657,455,373,297,375,630,334,136,73,779,535,644,921,567,346,270,157,256,547,0.110400006,0.235200018,0.249600008,0.302400023,0.758400023,0.067200005,0.302400023,0.110400006,0.072000004,0.523200035,0.139200002,0.220800012,0.201600015,0.302400023,0.193548381,0.322580636,0.419354826,0.45161289,0.322580636,0.225806445,0.45161289,0.290322572,0.161290318,0.290322572,0.258064508,0.193548381,0.354838699,0.45161289,95.71428571,0.256800015,0.313364046,24
75,71,85,106,61,68,101,99,95,130,100,103,130,77,593,246,188,738,563,888,547,739,347,878,328,298,693,518,175,103,632,502,820,446,640,252,748,228,195,563,0.129600003,0.302400023,0.235200018,0.24000001,0.211200014,0.076800004,0.302400023,0.182400003,0.13440001,0.144000009,0.18720001,0.072000004,0.676800013,0.302400023,0.322580636,0.419354826,0.354838699,0.45161289,0.387096763,0.225806445,0.387096763,0.322580636,0.290322572,0.322580636,0.354838699,0.193548381,0.387096763,0.516129017,92.92857143,0.228342869,0.352534552,24
96,96,108,94,107,104,97,81,82,85,103,102,77,74,375,382,287,1097,568,442,790,720,228,276,154,255,682,279,286,179,1003,461,338,693,639,146,191,51,153,605,0.220800012,0.18720001,0.129600003,0.177600011,0.657600045,0.158400014,0.302400023,0.196800008,0.120000005,0.489600033,0.201600015,0.072000004,0.230400011,0.302400023,0.516129017,0.354838699,0.225806445,0.290322572,0.290322572,0.290322572,0.387096763,0.290322572,0.258064508,0.419354826,0.354838699,0.225806445,0.387096763,0.45161289,93.28571429,0.246171444,0.338709667,24
